area_name,area_code,date,new_cases,total_cases
Kensington and Chelsea,E09000020,2020-10-27,27,1698
Kingston upon Thames,E09000021,2020-10-27,46,1946
Lambeth,E09000022,2020-10-27,84,3520
Lewisham,E09000023,2020-10-27,40,2725
Merton,E09000024,2020-10-27,50,1968
Newham,E09000025,2020-10-27,74,3898
Redbridge,E09000026,2020-10-27,85,3804
Richmond upon Thames,E09000027,2020-10-27,45,1903
Southwark,E09000028,2020-10-27,54,3279
Sutton,E09000029,2020-10-27,36,1936
Tower Hamlets,E09000030,2020-10-27,90,3417
Waltham Forest,E09000031,2020-10-27,65,2823
Wandsworth,E09000032,2020-10-27,79,3342
Westminster,E09000033,2020-10-27,76,2450
Barking and Dagenham,E09000002,2020-10-28,72,2311
Barnet,E09000003,2020-10-28,65,4293
Bexley,E09000004,2020-10-28,59,2345
Brent,E09000005,2020-10-28,66,3829
Bromley,E09000006,2020-10-28,43,3137
Camden,E09000007,2020-10-28,44,2295
Croydon,E09000008,2020-10-28,78,3767
Ealing,E09000009,2020-10-28,93,4668
Enfield,E09000010,2020-10-28,64,3520
Greenwich,E09000011,2020-10-28,50,2398
Hackney and City of London,E09000012,2020-10-28,71,3439
Hammersmith and Fulham,E09000013,2020-10-28,76,2425
Haringey,E09000014,2020-10-28,41,2669
Harrow,E09000015,2020-10-28,65,3046
Havering,E09000016,2020-10-28,72,2982
Hillingdon,E09000017,2020-10-28,84,3535
Hounslow,E09000018,2020-10-28,81,3308
Islington,E09000019,2020-10-28,45,2145
Kensington and Chelsea,E09000020,2020-10-28,37,1735
Kingston upon Thames,E09000021,2020-10-28,36,1982
Lambeth,E09000022,2020-10-28,60,3580
Lewisham,E09000023,2020-10-28,52,2777
Merton,E09000024,2020-10-28,36,2004
Newham,E09000025,2020-10-28,87,3985
Redbridge,E09000026,2020-10-28,75,3879
Richmond upon Thames,E09000027,2020-10-28,48,1951
Southwark,E09000028,2020-10-28,62,3341
Sutton,E09000029,2020-10-28,26,1962
Tower Hamlets,E09000030,2020-10-28,105,3522
Waltham Forest,E09000031,2020-10-28,65,2888
Wandsworth,E09000032,2020-10-28,61,3403
Westminster,E09000033,2020-10-28,48,2498
Barking and Dagenham,E09000002,2020-10-29,62,2373
Barnet,E09000003,2020-10-29,69,4362
Bexley,E09000004,2020-10-29,65,2410
Brent,E09000005,2020-10-29,60,3889
Bromley,E09000006,2020-10-29,38,3175
Camden,E09000007,2020-10-29,41,2336
Croydon,E09000008,2020-10-29,62,3829
Ealing,E09000009,2020-10-29,120,4788
Enfield,E09000010,2020-10-29,81,3601
Greenwich,E09000011,2020-10-29,47,2445
Hackney and City of London,E09000012,2020-10-29,42,3481
Hammersmith and Fulham,E09000013,2020-10-29,48,2473
Haringey,E09000014,2020-10-29,59,2728
Harrow,E09000015,2020-10-29,48,3094
Havering,E09000016,2020-10-29,78,3060
Hillingdon,E09000017,2020-10-29,104,3639
Hounslow,E09000018,2020-10-29,84,3392
Islington,E09000019,2020-10-29,42,2187
Kensington and Chelsea,E09000020,2020-10-29,38,1773
Kingston upon Thames,E09000021,2020-10-29,40,2022
Lambeth,E09000022,2020-10-29,82,3662
Lewisham,E09000023,2020-10-29,51,2828
Merton,E09000024,2020-10-29,47,2051
Newham,E09000025,2020-10-29,78,4063
Redbridge,E09000026,2020-10-29,111,3990
Richmond upon Thames,E09000027,2020-10-29,35,1986
Southwark,E09000028,2020-10-29,47,3388
Sutton,E09000029,2020-10-29,42,2004
Tower Hamlets,E09000030,2020-10-29,76,3598
Waltham Forest,E09000031,2020-10-29,73,2961
Wandsworth,E09000032,2020-10-29,69,3472
Westminster,E09000033,2020-10-29,70,2568
Barking and Dagenham,E09000002,2020-10-30,48,2421
Barnet,E09000003,2020-10-30,77,4439
Bexley,E09000004,2020-10-30,58,2468
Brent,E09000005,2020-10-30,56,3945
Bromley,E09000006,2020-10-30,55,3230
Camden,E09000007,2020-10-30,46,2382
Croydon,E09000008,2020-10-30,65,3894
Ealing,E09000009,2020-10-30,87,4875
Enfield,E09000010,2020-10-30,58,3659
Greenwich,E09000011,2020-10-30,45,2490
Hackney and City of London,E09000012,2020-10-30,51,3532
Hammersmith and Fulham,E09000013,2020-10-30,40,2513
Haringey,E09000014,2020-10-30,69,2797
Harrow,E09000015,2020-10-30,49,3143
Havering,E09000016,2020-10-30,80,3140
Hillingdon,E09000017,2020-10-30,59,3698
Hounslow,E09000018,2020-10-30,70,3462
Islington,E09000019,2020-10-30,41,2228
Kensington and Chelsea,E09000020,2020-10-30,26,1799
Kingston upon Thames,E09000021,2020-10-30,28,2050
Lambeth,E09000022,2020-10-30,78,3740
Lewisham,E09000023,2020-10-30,42,2870
Merton,E09000024,2020-10-30,40,2091
Newham,E09000025,2020-10-30,89,4152
Redbridge,E09000026,2020-10-30,103,4093
Richmond upon Thames,E09000027,2020-10-30,33,2019
Southwark,E09000028,2020-10-30,64,3452
Sutton,E09000029,2020-10-30,33,2037
Tower Hamlets,E09000030,2020-10-30,75,3673
Waltham Forest,E09000031,2020-10-30,78,3039
Wandsworth,E09000032,2020-10-30,52,3524
Westminster,E09000033,2020-10-30,75,2643
Barking and Dagenham,E09000002,2020-10-31,32,2453
Barnet,E09000003,2020-10-31,61,4500
Bexley,E09000004,2020-10-31,37,2505
Brent,E09000005,2020-10-31,59,4004
Bromley,E09000006,2020-10-31,26,3256
Camden,E09000007,2020-10-31,25,2407
Croydon,E09000008,2020-10-31,42,3936
Ealing,E09000009,2020-10-31,75,4950
Enfield,E09000010,2020-10-31,43,3702
Greenwich,E09000011,2020-10-31,33,2523
Hackney and City of London,E09000012,2020-10-31,52,3584
Hammersmith and Fulham,E09000013,2020-10-31,33,2546
Haringey,E09000014,2020-10-31,44,2841
Harrow,E09000015,2020-10-31,44,3187
Havering,E09000016,2020-10-31,84,3224
Hillingdon,E09000017,2020-10-31,55,3753
Hounslow,E09000018,2020-10-31,39,3501
Islington,E09000019,2020-10-31,31,2259
Kensington and Chelsea,E09000020,2020-10-31,18,1817
Kingston upon Thames,E09000021,2020-10-31,30,2080
Lambeth,E09000022,2020-10-31,38,3778
Lewisham,E09000023,2020-10-31,24,2894
Merton,E09000024,2020-10-31,20,2111
Newham,E09000025,2020-10-31,51,4203
Redbridge,E09000026,2020-10-31,68,4161
Richmond upon Thames,E09000027,2020-10-31,24,2043
Southwark,E09000028,2020-10-31,29,3481
Sutton,E09000029,2020-10-31,21,2058
Tower Hamlets,E09000030,2020-10-31,81,3754
Waltham Forest,E09000031,2020-10-31,51,3090
Wandsworth,E09000032,2020-10-31,45,3569
Westminster,E09000033,2020-10-31,69,2712
Barking and Dagenham,E09000002,2020-11-01,32,2485
Barnet,E09000003,2020-11-01,44,4544
Bexley,E09000004,2020-11-01,36,2541
Brent,E09000005,2020-11-01,33,4037
Bromley,E09000006,2020-11-01,29,3285
Camden,E09000007,2020-11-01,28,2435
Croydon,E09000008,2020-11-01,41,3977
Ealing,E09000009,2020-11-01,52,5002
Enfield,E09000010,2020-11-01,51,3753
Greenwich,E09000011,2020-11-01,23,2546
Hackney and City of London,E09000012,2020-11-01,39,3623
Hammersmith and Fulham,E09000013,2020-11-01,27,2573
Haringey,E09000014,2020-11-01,44,2885
Harrow,E09000015,2020-11-01,28,3215
Havering,E09000016,2020-11-01,52,3276
Hillingdon,E09000017,2020-11-01,61,3814
Hounslow,E09000018,2020-11-01,39,3540
Islington,E09000019,2020-11-01,23,2282
Kensington and Chelsea,E09000020,2020-11-01,17,1834
Kingston upon Thames,E09000021,2020-11-01,24,2104
Lambeth,E09000022,2020-11-01,52,3830
Lewisham,E09000023,2020-11-01,19,2913
Merton,E09000024,2020-11-01,34,2145
Newham,E09000025,2020-11-01,61,4264
Redbridge,E09000026,2020-11-01,69,4230
Richmond upon Thames,E09000027,2020-11-01,25,2068
Southwark,E09000028,2020-11-01,25,3506
Sutton,E09000029,2020-11-01,32,2090
Tower Hamlets,E09000030,2020-11-01,61,3815
Waltham Forest,E09000031,2020-11-01,33,3123
Wandsworth,E09000032,2020-11-01,35,3604
Westminster,E09000033,2020-11-01,33,2745
Barking and Dagenham,E09000002,2020-11-02,87,2572
Barnet,E09000003,2020-11-02,109,4653
Bexley,E09000004,2020-11-02,112,2653
Brent,E09000005,2020-11-02,91,4128
Bromley,E09000006,2020-11-02,76,3361
Camden,E09000007,2020-11-02,59,2494
Croydon,E09000008,2020-11-02,102,4079
Ealing,E09000009,2020-11-02,173,5175
Enfield,E09000010,2020-11-02,111,3864
Greenwich,E09000011,2020-11-02,74,2620
Hackney and City of London,E09000012,2020-11-02,85,3708
Hammersmith and Fulham,E09000013,2020-11-02,66,2639
Haringey,E09000014,2020-11-02,75,2960
Harrow,E09000015,2020-11-02,96,3311
Havering,E09000016,2020-11-02,152,3428
Hillingdon,E09000017,2020-11-02,135,3949
Hounslow,E09000018,2020-11-02,85,3625
Islington,E09000019,2020-11-02,49,2331
Kensington and Chelsea,E09000020,2020-11-02,36,1870
Kingston upon Thames,E09000021,2020-11-02,48,2152
Lambeth,E09000022,2020-11-02,93,3923
Lewisham,E09000023,2020-11-02,80,2993
Merton,E09000024,2020-11-02,52,2197
Newham,E09000025,2020-11-02,137,4401
Redbridge,E09000026,2020-11-02,158,4388
Richmond upon Thames,E09000027,2020-11-02,48,2116
Southwark,E09000028,2020-11-02,79,3585
Sutton,E09000029,2020-11-02,42,2132
Tower Hamlets,E09000030,2020-11-02,151,3966
Waltham Forest,E09000031,2020-11-02,93,3216
Wandsworth,E09000032,2020-11-02,75,3679
Westminster,E09000033,2020-11-02,84,2829
Barking and Dagenham,E09000002,2020-11-03,72,2644
Barnet,E09000003,2020-11-03,79,4732
Bexley,E09000004,2020-11-03,71,2724
Brent,E09000005,2020-11-03,105,4233
Bromley,E09000006,2020-11-03,57,3418
Camden,E09000007,2020-11-03,47,2541
Croydon,E09000008,2020-11-03,68,4147
Ealing,E09000009,2020-11-03,118,5293
Enfield,E09000010,2020-11-03,82,3946
Greenwich,E09000011,2020-11-03,59,2679
Hackney and City of London,E09000012,2020-11-03,61,3769
Hammersmith and Fulham,E09000013,2020-11-03,49,2688
Haringey,E09000014,2020-11-03,53,3013
Harrow,E09000015,2020-11-03,49,3360
Havering,E09000016,2020-11-03,112,3540
Hillingdon,E09000017,2020-11-03,82,4031
Hounslow,E09000018,2020-11-03,77,3702
Islington,E09000019,2020-11-03,52,2383
Kensington and Chelsea,E09000020,2020-11-03,27,1897
Kingston upon Thames,E09000021,2020-11-03,34,2186
Lambeth,E09000022,2020-11-03,57,3980
Lewisham,E09000023,2020-11-03,47,3040
Merton,E09000024,2020-11-03,32,2229
Newham,E09000025,2020-11-03,114,4515
Redbridge,E09000026,2020-11-03,104,4492
Richmond upon Thames,E09000027,2020-11-03,30,2146
Southwark,E09000028,2020-11-03,49,3634
Sutton,E09000029,2020-11-03,53,2185
Tower Hamlets,E09000030,2020-11-03,91,4057
Waltham Forest,E09000031,2020-11-03,61,3277
Wandsworth,E09000032,2020-11-03,64,3743
Westminster,E09000033,2020-11-03,71,2900
Barking and Dagenham,E09000002,2020-11-04,78,2722
Barnet,E09000003,2020-11-04,87,4819
Bexley,E09000004,2020-11-04,83,2807
Brent,E09000005,2020-11-04,84,4317
Bromley,E09000006,2020-11-04,57,3475
Camden,E09000007,2020-11-04,43,2584
Croydon,E09000008,2020-11-04,52,4199
Ealing,E09000009,2020-11-04,119,5412
Enfield,E09000010,2020-11-04,74,4020
Greenwich,E09000011,2020-11-04,46,2725
Hackney and City of London,E09000012,2020-11-04,46,3815
Hammersmith and Fulham,E09000013,2020-11-04,44,2732
Haringey,E09000014,2020-11-04,48,3061
Harrow,E09000015,2020-11-04,56,3416
Havering,E09000016,2020-11-04,103,3643
Hillingdon,E09000017,2020-11-04,86,4117
Hounslow,E09000018,2020-11-04,63,3765
Islington,E09000019,2020-11-04,41,2424
Kensington and Chelsea,E09000020,2020-11-04,21,1918
Kingston upon Thames,E09000021,2020-11-04,33,2219
Lambeth,E09000022,2020-11-04,55,4035
Lewisham,E09000023,2020-11-04,37,3077
Merton,E09000024,2020-11-04,42,2271
Newham,E09000025,2020-11-04,112,4627
Redbridge,E09000026,2020-11-04,98,4590
Richmond upon Thames,E09000027,2020-11-04,41,2187
Southwark,E09000028,2020-11-04,44,3678
Sutton,E09000029,2020-11-04,49,2234
Tower Hamlets,E09000030,2020-11-04,107,4164
Waltham Forest,E09000031,2020-11-04,67,3344
Wandsworth,E09000032,2020-11-04,81,3824
Westminster,E09000033,2020-11-04,49,2949
Barking and Dagenham,E09000002,2020-11-05,87,2809
Barnet,E09000003,2020-11-05,75,4894
Bexley,E09000004,2020-11-05,87,2894
Brent,E09000005,2020-11-05,119,4436
Bromley,E09000006,2020-11-05,59,3534
Camden,E09000007,2020-11-05,29,2613
Croydon,E09000008,2020-11-05,65,4264
Ealing,E09000009,2020-11-05,103,5515
Enfield,E09000010,2020-11-05,73,4093
Greenwich,E09000011,2020-11-05,49,2774
Hackney and City of London,E09000012,2020-11-05,49,3864
Hammersmith and Fulham,E09000013,2020-11-05,42,2774
Haringey,E09000014,2020-11-05,46,3107
Harrow,E09000015,2020-11-05,61,3477
Havering,E09000016,2020-11-05,118,3761
Hillingdon,E09000017,2020-11-05,85,4202
Hounslow,E09000018,2020-11-05,81,3846
Islington,E09000019,2020-11-05,63,2487
Kensington and Chelsea,E09000020,2020-11-05,21,1939
Kingston upon Thames,E09000021,2020-11-05,40,2259
Lambeth,E09000022,2020-11-05,67,4102
Lewisham,E09000023,2020-11-05,45,3122
Merton,E09000024,2020-11-05,42,2313
Newham,E09000025,2020-11-05,87,4714
Redbridge,E09000026,2020-11-05,91,4681
Richmond upon Thames,E09000027,2020-11-05,43,2230
Southwark,E09000028,2020-11-05,49,3727
Sutton,E09000029,2020-11-05,38,2272
Tower Hamlets,E09000030,2020-11-05,92,4256
Waltham Forest,E09000031,2020-11-05,70,3414
Wandsworth,E09000032,2020-11-05,66,3890
Westminster,E09000033,2020-11-05,48,2997
Barking and Dagenham,E09000002,2020-11-06,77,2886
Barnet,E09000003,2020-11-06,86,4980
Bexley,E09000004,2020-11-06,104,2998
Brent,E09000005,2020-11-06,87,4523
Bromley,E09000006,2020-11-06,55,3589
Camden,E09000007,2020-11-06,53,2666
Croydon,E09000008,2020-11-06,76,4340
Ealing,E09000009,2020-11-06,110,5625
Enfield,E09000010,2020-11-06,80,4173
Greenwich,E09000011,2020-11-06,52,2826
Hackney and City of London,E09000012,2020-11-06,52,3916
Hammersmith and Fulham,E09000013,2020-11-06,39,2813
Haringey,E09000014,2020-11-06,49,3156
Harrow,E09000015,2020-11-06,51,3528
Havering,E09000016,2020-11-06,93,3854
Hillingdon,E09000017,2020-11-06,78,4280
Hounslow,E09000018,2020-11-06,56,3902
Islington,E09000019,2020-11-06,56,2543
Kensington and Chelsea,E09000020,2020-11-06,25,1964
Kingston upon Thames,E09000021,2020-11-06,31,2290
Lambeth,E09000022,2020-11-06,83,4185
Lewisham,E09000023,2020-11-06,45,3167
Merton,E09000024,2020-11-06,41,2354
Newham,E09000025,2020-11-06,101,4815
Redbridge,E09000026,2020-11-06,107,4788
Richmond upon Thames,E09000027,2020-11-06,18,2248
Southwark,E09000028,2020-11-06,49,3776
Sutton,E09000029,2020-11-06,58,2330
Tower Hamlets,E09000030,2020-11-06,127,4383
Waltham Forest,E09000031,2020-11-06,59,3473
Wandsworth,E09000032,2020-11-06,68,3958
Westminster,E09000033,2020-11-06,46,3043
Barking and Dagenham,E09000002,2020-11-07,55,2941
Barnet,E09000003,2020-11-07,71,5051
Bexley,E09000004,2020-11-07,50,3048
Brent,E09000005,2020-11-07,68,4591
Bromley,E09000006,2020-11-07,49,3638
Camden,E09000007,2020-11-07,25,2691
Croydon,E09000008,2020-11-07,57,4397
Ealing,E09000009,2020-11-07,70,5695
Enfield,E09000010,2020-11-07,58,4231
Greenwich,E09000011,2020-11-07,39,2865
Hackney and City of London,E09000012,2020-11-07,44,3960
Hammersmith and Fulham,E09000013,2020-11-07,37,2850
Haringey,E09000014,2020-11-07,40,3196
Harrow,E09000015,2020-11-07,46,3574
Havering,E09000016,2020-11-07,75,3929
Hillingdon,E09000017,2020-11-07,85,4365
Hounslow,E09000018,2020-11-07,67,3969
Islington,E09000019,2020-11-07,47,2590
Kensington and Chelsea,E09000020,2020-11-07,19,1983
Kingston upon Thames,E09000021,2020-11-07,49,2339
Lambeth,E09000022,2020-11-07,53,4238
Lewisham,E09000023,2020-11-07,33,3200
Merton,E09000024,2020-11-07,33,2387
Newham,E09000025,2020-11-07,79,4894
Redbridge,E09000026,2020-11-07,83,4871
Richmond upon Thames,E09000027,2020-11-07,26,2274
Southwark,E09000028,2020-11-07,31,3807
Sutton,E09000029,2020-11-07,27,2357
Tower Hamlets,E09000030,2020-11-07,70,4453
Waltham Forest,E09000031,2020-11-07,60,3533
Wandsworth,E09000032,2020-11-07,64,4022
Westminster,E09000033,2020-11-07,38,3081
Barking and Dagenham,E09000002,2020-11-08,24,2965
Barnet,E09000003,2020-11-08,99,5150
Bexley,E09000004,2020-11-08,65,3113
Brent,E09000005,2020-11-08,60,4651
Bromley,E09000006,2020-11-08,55,3693
Camden,E09000007,2020-11-08,30,2721
Croydon,E09000008,2020-11-08,50,4447
Ealing,E09000009,2020-11-08,116,5811
Enfield,E09000010,2020-11-08,53,4284
Greenwich,E09000011,2020-11-08,32,2897
Hackney and City of London,E09000012,2020-11-08,47,4007
Hammersmith and Fulham,E09000013,2020-11-08,33,2883
Haringey,E09000014,2020-11-08,51,3247
Harrow,E09000015,2020-11-08,55,3629
Havering,E09000016,2020-11-08,73,4002
Hillingdon,E09000017,2020-11-08,73,4438
Hounslow,E09000018,2020-11-08,71,4040
Islington,E09000019,2020-11-08,47,2637
Kensington and Chelsea,E09000020,2020-11-08,30,2013
Kingston upon Thames,E09000021,2020-11-08,29,2368
Lambeth,E09000022,2020-11-08,59,4297
Lewisham,E09000023,2020-11-08,31,3231
Merton,E09000024,2020-11-08,26,2413
Newham,E09000025,2020-11-08,65,4959
Redbridge,E09000026,2020-11-08,85,4956
Richmond upon Thames,E09000027,2020-11-08,41,2315
Southwark,E09000028,2020-11-08,40,3847
Sutton,E09000029,2020-11-08,32,2389
Tower Hamlets,E09000030,2020-11-08,92,4545
Waltham Forest,E09000031,2020-11-08,75,3608
Wandsworth,E09000032,2020-11-08,71,4093
Westminster,E09000033,2020-11-08,46,3127
Barking and Dagenham,E09000002,2020-11-09,94,3059
Barnet,E09000003,2020-11-09,149,5299
Bexley,E09000004,2020-11-09,106,3219
Brent,E09000005,2020-11-09,135,4786
Bromley,E09000006,2020-11-09,74,3767
Camden,E09000007,2020-11-09,89,2810
Croydon,E09000008,2020-11-09,93,4540
Ealing,E09000009,2020-11-09,145,5956
Enfield,E09000010,2020-11-09,100,4384
Greenwich,E09000011,2020-11-09,92,2989
Hackney and City of London,E09000012,2020-11-09,89,4096
Hammersmith and Fulham,E09000013,2020-11-09,69,2952
Haringey,E09000014,2020-11-09,61,3308
Harrow,E09000015,2020-11-09,79,3708
Havering,E09000016,2020-11-09,166,4168
Hillingdon,E09000017,2020-11-09,117,4555
Hounslow,E09000018,2020-11-09,86,4126
Islington,E09000019,2020-11-09,90,2727
Kensington and Chelsea,E09000020,2020-11-09,41,2054
Kingston upon Thames,E09000021,2020-11-09,49,2417
Lambeth,E09000022,2020-11-09,94,4391
Lewisham,E09000023,2020-11-09,81,3312
Merton,E09000024,2020-11-09,54,2467
Newham,E09000025,2020-11-09,130,5089
Redbridge,E09000026,2020-11-09,127,5083
Richmond upon Thames,E09000027,2020-11-09,56,2371
Southwark,E09000028,2020-11-09,79,3926
Sutton,E09000029,2020-11-09,63,2452
Tower Hamlets,E09000030,2020-11-09,156,4701
Waltham Forest,E09000031,2020-11-09,138,3746
Wandsworth,E09000032,2020-11-09,105,4198
Westminster,E09000033,2020-11-09,71,3198
Barking and Dagenham,E09000002,2020-11-10,91,3150
Barnet,E09000003,2020-11-10,121,5420
Bexley,E09000004,2020-11-10,108,3327
Brent,E09000005,2020-11-10,118,4904
Bromley,E09000006,2020-11-10,76,3843
Camden,E09000007,2020-11-10,42,2852
Croydon,E09000008,2020-11-10,98,4638
Ealing,E09000009,2020-11-10,127,6083
Enfield,E09000010,2020-11-10,107,4491
Greenwich,E09000011,2020-11-10,87,3076
Hackney and City of London,E09000012,2020-11-10,65,4161
Hammersmith and Fulham,E09000013,2020-11-10,66,3018
Haringey,E09000014,2020-11-10,60,3368
Harrow,E09000015,2020-11-10,96,3804
Havering,E09000016,2020-11-10,119,4287
Hillingdon,E09000017,2020-11-10,134,4689
Hounslow,E09000018,2020-11-10,78,4204
Islington,E09000019,2020-11-10,61,2788
Kensington and Chelsea,E09000020,2020-11-10,27,2081
Kingston upon Thames,E09000021,2020-11-10,56,2473
Lambeth,E09000022,2020-11-10,74,4465
Lewisham,E09000023,2020-11-10,62,3374
Merton,E09000024,2020-11-10,49,2516
Newham,E09000025,2020-11-10,110,5199
Redbridge,E09000026,2020-11-10,136,5219
Richmond upon Thames,E09000027,2020-11-10,48,2419
Southwark,E09000028,2020-11-10,62,3988
Sutton,E09000029,2020-11-10,55,2507
Tower Hamlets,E09000030,2020-11-10,130,4831
Waltham Forest,E09000031,2020-11-10,98,3844
Wandsworth,E09000032,2020-11-10,85,4283
Westminster,E09000033,2020-11-10,74,3272
Barking and Dagenham,E09000002,2020-11-11,111,3261
Barnet,E09000003,2020-11-11,116,5536
Bexley,E09000004,2020-11-11,131,3458
Brent,E09000005,2020-11-11,106,5010
Bromley,E09000006,2020-11-11,82,3925
Camden,E09000007,2020-11-11,73,2925
Croydon,E09000008,2020-11-11,109,4747
Ealing,E09000009,2020-11-11,136,6219
Enfield,E09000010,2020-11-11,115,4606
Greenwich,E09000011,2020-11-11,96,3172
Hackney and City of London,E09000012,2020-11-11,73,4234
Hammersmith and Fulham,E09000013,2020-11-11,75,3093
Haringey,E09000014,2020-11-11,58,3426
Harrow,E09000015,2020-11-11,76,3880
Havering,E09000016,2020-11-11,162,4449
Hillingdon,E09000017,2020-11-11,99,4788
Hounslow,E09000018,2020-11-11,69,4273
Islington,E09000019,2020-11-11,68,2856
Kensington and Chelsea,E09000020,2020-11-11,47,2128
Kingston upon Thames,E09000021,2020-11-11,58,2531
Lambeth,E09000022,2020-11-11,80,4545
Lewisham,E09000023,2020-11-11,63,3437
Merton,E09000024,2020-11-11,56,2572
Newham,E09000025,2020-11-11,121,5320
Redbridge,E09000026,2020-11-11,128,5347
Richmond upon Thames,E09000027,2020-11-11,40,2459
Southwark,E09000028,2020-11-11,55,4043
Sutton,E09000029,2020-11-11,72,2579
Tower Hamlets,E09000030,2020-11-11,156,4987
Waltham Forest,E09000031,2020-11-11,94,3938
Wandsworth,E09000032,2020-11-11,111,4394
Westminster,E09000033,2020-11-11,69,3341
Barking and Dagenham,E09000002,2020-11-12,72,3333
Barnet,E09000003,2020-11-12,116,5652
Bexley,E09000004,2020-11-12,116,3574
Brent,E09000005,2020-11-12,120,5130
Bromley,E09000006,2020-11-12,81,4006
Camden,E09000007,2020-11-12,57,2982
Croydon,E09000008,2020-11-12,88,4835
Ealing,E09000009,2020-11-12,149,6368
Enfield,E09000010,2020-11-12,132,4738
Greenwich,E09000011,2020-11-12,82,3254
Hackney and City of London,E09000012,2020-11-12,102,4336
Hammersmith and Fulham,E09000013,2020-11-12,46,3139
Haringey,E09000014,2020-11-12,78,3504
Harrow,E09000015,2020-11-12,72,3952
Havering,E09000016,2020-11-12,146,4595
Hillingdon,E09000017,2020-11-12,126,4914
Hounslow,E09000018,2020-11-12,98,4371
Islington,E09000019,2020-11-12,54,2910
Kensington and Chelsea,E09000020,2020-11-12,41,2169
Kingston upon Thames,E09000021,2020-11-12,66,2597
Lambeth,E09000022,2020-11-12,90,4635
Lewisham,E09000023,2020-11-12,49,3486
Merton,E09000024,2020-11-12,53,2625
Newham,E09000025,2020-11-12,103,5423
Redbridge,E09000026,2020-11-12,136,5483
Richmond upon Thames,E09000027,2020-11-12,34,2493
Southwark,E09000028,2020-11-12,73,4116
Sutton,E09000029,2020-11-12,63,2642
Tower Hamlets,E09000030,2020-11-12,116,5103
Waltham Forest,E09000031,2020-11-12,110,4048
Wandsworth,E09000032,2020-11-12,98,4492
Westminster,E09000033,2020-11-12,69,3410
Barking and Dagenham,E09000002,2020-11-13,78,3411
Barnet,E09000003,2020-11-13,96,5748
Bexley,E09000004,2020-11-13,100,3674
Brent,E09000005,2020-11-13,101,5231
Bromley,E09000006,2020-11-13,87,4093
Camden,E09000007,2020-11-13,47,3029
Croydon,E09000008,2020-11-13,102,4937
Ealing,E09000009,2020-11-13,143,6511
Enfield,E09000010,2020-11-13,123,4861
Greenwich,E09000011,2020-11-13,59,3313
Hackney and City of London,E09000012,2020-11-13,88,4424
Hammersmith and Fulham,E09000013,2020-11-13,77,3216
Haringey,E09000014,2020-11-13,57,3561
Harrow,E09000015,2020-11-13,79,4031
Havering,E09000016,2020-11-13,169,4764
Hillingdon,E09000017,2020-11-13,119,5033
Hounslow,E09000018,2020-11-13,74,4445
Islington,E09000019,2020-11-13,60,2970
Kensington and Chelsea,E09000020,2020-11-13,23,2192
Kingston upon Thames,E09000021,2020-11-13,42,2639
Lambeth,E09000022,2020-11-13,81,4716
Lewisham,E09000023,2020-11-13,77,3563
Merton,E09000024,2020-11-13,65,2690
Newham,E09000025,2020-11-13,100,5523
Redbridge,E09000026,2020-11-13,146,5629
Richmond upon Thames,E09000027,2020-11-13,38,2531
Southwark,E09000028,2020-11-13,49,4165
Sutton,E09000029,2020-11-13,48,2690
Tower Hamlets,E09000030,2020-11-13,147,5250
Waltham Forest,E09000031,2020-11-13,68,4116
Wandsworth,E09000032,2020-11-13,88,4580
Westminster,E09000033,2020-11-13,61,3471
Barking and Dagenham,E09000002,2020-11-14,55,3466
Barnet,E09000003,2020-11-14,75,5823
Bexley,E09000004,2020-11-14,82,3756
Brent,E09000005,2020-11-14,77,5308
Bromley,E09000006,2020-11-14,80,4173
Camden,E09000007,2020-11-14,36,3065
Croydon,E09000008,2020-11-14,75,5012
Ealing,E09000009,2020-11-14,105,6616
Enfield,E09000010,2020-11-14,76,4937
Greenwich,E09000011,2020-11-14,71,3384
Hackney and City of London,E09000012,2020-11-14,48,4472
Hammersmith and Fulham,E09000013,2020-11-14,32,3248
Haringey,E09000014,2020-11-14,48,3609
Harrow,E09000015,2020-11-14,53,4084
Havering,E09000016,2020-11-14,139,4903
Hillingdon,E09000017,2020-11-14,61,5094
Hounslow,E09000018,2020-11-14,55,4500
Islington,E09000019,2020-11-14,40,3010
Kensington and Chelsea,E09000020,2020-11-14,27,2219
Kingston upon Thames,E09000021,2020-11-14,37,2676
Lambeth,E09000022,2020-11-14,50,4766
Lewisham,E09000023,2020-11-14,43,3606
Merton,E09000024,2020-11-14,41,2731
Newham,E09000025,2020-11-14,84,5607
Redbridge,E09000026,2020-11-14,94,5723
Richmond upon Thames,E09000027,2020-11-14,15,2546
Southwark,E09000028,2020-11-14,38,4203
Sutton,E09000029,2020-11-14,44,2734
Tower Hamlets,E09000030,2020-11-14,77,5327
Waltham Forest,E09000031,2020-11-14,61,4177
Wandsworth,E09000032,2020-11-14,68,4648
Westminster,E09000033,2020-11-14,34,3505
Barking and Dagenham,E09000002,2020-11-15,59,3525
Barnet,E09000003,2020-11-15,63,5886
Bexley,E09000004,2020-11-15,65,3821
Brent,E09000005,2020-11-15,57,5365
Bromley,E09000006,2020-11-15,61,4234
Camden,E09000007,2020-11-15,27,3092
Croydon,E09000008,2020-11-15,70,5082
Ealing,E09000009,2020-11-15,81,6697
Enfield,E09000010,2020-11-15,89,5026
